Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Building Code,Building Name,Address,Building Ownership Description,Room No,Area,Function,Is school co-located?,Inside v outside,Is the space shared by any other schools?,Space used for any other purpose beside PE
Q,29,29,29Q059,I.S. 059 Springfield Gardens,Junior High-Intermediate-Middle,Q059,I.S. 59 - Queens,132-55 Ridgedale Street,DOE Owned,Outdoor Yard 1,56570,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q095,P.S. 095 Eastwood,Elementary,Q095,P.S. 95 - Queens,179-01 90 Avenue,DOE Owned,GYM.,3249,Gymnasium,false,Inside,false,false
Q,29,29,29Q095,P.S. 095 Eastwood,Elementary,Q095,P.S. 95 - Queens,179-01 90 Avenue,DOE Owned,Outdoor Yard 1,20312,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,Q109,I.S. 109 - Queens,213-10 92 Avenue,DOE Owned,359,204,Weight Room,false,Inside,false,false
Q,29,29,29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,Q109,I.S. 109 - Queens,213-10 92 Avenue,DOE Owned,363,4452,Gymnasium,false,Inside,false,false
Q,29,29,29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,Q109,I.S. 109 - Queens,213-10 92 Avenue,DOE Owned,517,2968,Gymnasium,false,Inside,false,false
Q,29,29,29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,Q109,I.S. 109 - Queens,213-10 92 Avenue,DOE Owned,562,170,Weight Room,false,Inside,false,false
Q,29,29,29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,Q109,I.S. 109 - Queens,213-10 92 Avenue,DOE Owned,Outdoor Yard 1,59582,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q116,P.S./I.S. 116 William C. Hughley,K-8,Q116,P.S. 116 - Queens,107-25 Wren Place,DOE Owned,GYM,4505,Gymnasium,false,Inside,false,false
Q,29,29,29Q116,P.S./I.S. 116 William C. Hughley,K-8,Q116,P.S. 116 - Queens,107-25 Wren Place,DOE Owned,Outdoor Yard 1,50758,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q118,P.S. 118 Lorraine Hansberry,Elementary,Q118,P.S. 118 - Queens,190-20 109 Road,DOE Owned,GYM,4453,Gymnasium,false,Inside,false,false
Q,29,29,29Q118,P.S. 118 Lorraine Hansberry,Elementary,Q118,P.S. 118 - Queens,190-20 109 Road,DOE Owned,Outdoor Yard 1,35604,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q131,P.S. 131 Abigail Adams,Elementary,Q131,P.S. 131 - Queens,170-45 84 Avenue,DOE Owned,Outdoor Yard 1,30880,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q132,P.S. 132 Ralph Bunche,Elementary,Q132,P.S. 132 - Queens,132-15 218 Street,DOE Owned,GYM.,2400,Gymnasium,false,Inside,false,false
Q,29,29,29Q132,P.S. 132 Ralph Bunche,Elementary,Q132,P.S. 132 - Queens,132-15 218 Street,DOE Owned,Outdoor Yard 1,34721,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q134,P.S. 134 Hollis,Elementary,Q134,P.S. 134 - Queens,203-02 109 Avenue,DOE Owned,GYM,4234,Gymnasium,false,Inside,false,false
Q,29,29,29Q134,P.S. 134 Hollis,Elementary,Q134,P.S. 134 - Queens,203-02 109 Avenue,DOE Owned,Outdoor Yard 1,21622,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q135,The Bellaire School,Elementary,Q135,P.S. 135 - Queens,207-11 89 Avenue,DOE Owned,GYM,3920,Gymnasium,false,Inside,false,false
Q,29,29,29Q135,The Bellaire School,Elementary,Q135,P.S. 135 - Queens,207-11 89 Avenue,DOE Owned,Outdoor Yard 1,4557,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q136,P.S. 136 Roy Wilkins,Elementary,Q136,P.S. 136 - Queens,201-15 115 Avenue,DOE Owned,301,588,Dance Room,false,Inside,false,false
Q,29,29,29Q136,P.S. 136 Roy Wilkins,Elementary,Q136,P.S. 136 - Queens,201-15 115 Avenue,DOE Owned,GYM.,4380,Gymnasium,false,Inside,false,false
Q,29,29,29Q136,P.S. 136 Roy Wilkins,Elementary,Q136,P.S. 136 - Queens,201-15 115 Avenue,DOE Owned,Outdoor Yard 1,34097,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q138,P.S./M.S. 138 Sunrise,K-8,Q138,P.S. 138 - Queens,251-11 Weller Avenue,DOE Owned,105,588,Dance Room,false,Inside,false,false
Q,29,29,29Q138,P.S./M.S. 138 Sunrise,K-8,Q138,P.S. 138 - Queens,251-11 Weller Avenue,DOE Owned,Outdoor Yard 1,30786,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q147,P.S./M.S. 147 Ronald McNair,K-8,Q147,P.S. 147 - Queens,218-01 116 Avenue,DOE Owned,GYM,4104,Gymnasium,true,Inside,true,false
Q,29,29,29Q147,P.S./M.S. 147 Ronald McNair,K-8,Q147,P.S. 147 - Queens,218-01 116 Avenue,DOE Owned,GYMB,4248,Gymnasium,true,Inside,true,false
Q,29,29,29Q147,P.S./M.S. 147 Ronald McNair,K-8,Q147,P.S. 147 - Queens,218-01 116 Avenue,DOE Owned,Outdoor Yard 1,39629,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q147,P.S./M.S. 147 Ronald McNair,K-8,Q851,P.S. 147 Minischool - Queens,218-01 116 Avenue,DOE Owned,CR06,625,Gymnasium,true,Inside,true,false
Q,29,29,29Q156,P.S. 156 Laurelton,K-8,Q156,P.S. 156 - Queens,229-02 137 Avenue,DOE Owned,GYM,4104,Gymnasium,true,Inside,true,false
Q,29,29,29Q156,P.S. 156 Laurelton,K-8,Q156,P.S. 156 - Queens,229-02 137 Avenue,DOE Owned,Outdoor Yard 1,38390,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q176,P.S. 176 Cambria Heights,Elementary,Q176,P.S. 176 - Queens,120-45 235 Street,DOE Owned,GYM.,3960,Gymnasium,true,Inside,true,false
Q,29,29,29Q176,P.S. 176 Cambria Heights,Elementary,Q176,P.S. 176 - Queens,120-45 235 Street,DOE Owned,Outdoor Yard 1,7780,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q176,P.S. 176 Cambria Heights,Elementary,Q059,I.S. 59 - Queens,132-55 Ridgedale Street,DOE Owned,100,1305,Dance Room,true,Inside,true,false
Q,29,29,29Q176,P.S. 176 Cambria Heights,Elementary,Q059,I.S. 59 - Queens,132-55 Ridgedale Street,DOE Owned,Outdoor Yard 1,56570,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q181,P.S. 181 Brookfield,Elementary,Q181,P.S. 181 - Queens,148-15 230 Street,DOE Owned,107,700,Dance Room,false,Inside,false,false
Q,29,29,29Q181,P.S. 181 Brookfield,Elementary,Q181,P.S. 181 - Queens,148-15 230 Street,DOE Owned,GYM/AUD,4270,Gymnasium/Auditorium,false,Inside,false,true
Q,29,29,29Q181,P.S. 181 Brookfield,Elementary,Q181,P.S. 181 - Queens,148-15 230 Street,DOE Owned,Outdoor Yard 1,14345,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q192,I.S. 192 The Linden,Junior High-Intermediate-Middle,Q192,I.S. 192 - Queens,109-89 204 Street,DOE Owned,150,1548,Weight Room,true,Inside,true,false
Q,29,29,29Q192,I.S. 192 The Linden,Junior High-Intermediate-Middle,Q192,I.S. 192 - Queens,109-89 204 Street,DOE Owned,154,1440,Dance Room,true,Inside,true,false
Q,29,29,29Q192,I.S. 192 The Linden,Junior High-Intermediate-Middle,Q192,I.S. 192 - Queens,109-89 204 Street,DOE Owned,GYM,6500,Gymnasium,true,Inside,true,false
Q,29,29,29Q195,P.S. 195 William Haberle,Elementary,Q195,P.S. 195 - Queens,253-50 149 Avenue,DOE Owned,GYM/AUD,3953,Gymnasium/Auditorium/Cafeteria,false,Inside,false,true
Q,29,29,29Q195,P.S. 195 William Haberle,Elementary,Q195,P.S. 195 - Queens,253-50 149 Avenue,DOE Owned,Outdoor Yard 1,18765,Outdoor Yard,false,Outdoor,false,false
Q,26,26,29Q208,P.S./I.S. 208,K-8,Q208,P.S./I.S. 208 - Queens,74-30 Commonwealth Blvd,DOE Owned,136,1184,Dance Room,true,Inside,true,false
Q,26,26,29Q208,P.S./I.S. 208,K-8,Q208,P.S./I.S. 208 - Queens,74-30 Commonwealth Blvd,DOE Owned,152,5310,Gymnasium,true,Inside,true,false
Q,26,26,29Q208,P.S./I.S. 208,K-8,Q208,P.S./I.S. 208 - Queens,74-30 Commonwealth Blvd,DOE Owned,Outdoor Yard 1,22260,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q238,I.S. 238 - Susan B. Anthony Academy,Junior High-Intermediate-Middle,Q238,I.S. 238 - Queens,88-15 182 Street,DOE Owned,G7,650,Weight Room,false,Inside,false,false
Q,29,29,29Q238,I.S. 238 - Susan B. Anthony Academy,Junior High-Intermediate-Middle,Q238,I.S. 238 - Queens,88-15 182 Street,DOE Owned,GYM,5301,Gymnasium,false,Inside,false,false
Q,29,29,29Q238,I.S. 238 - Susan B. Anthony Academy,Junior High-Intermediate-Middle,Q238,I.S. 238 - Queens,88-15 182 Street,DOE Owned,Outdoor Yard 1,50988,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q243,Institute for Health Professions at Cambria Heights,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,B7/B5,1265,Weight Room,true,Inside,true,false
Q,29,29,29Q243,Institute for Health Professions at Cambria Heights,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,B8,1225,Dance Room,true,Inside,true,false
Q,29,29,29Q243,Institute for Health Professions at Cambria Heights,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMB,7440,Gymnasium,true,Inside,true,false
Q,29,29,29Q243,Institute for Health Professions at Cambria Heights,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMG,4420,Gymnasium,true,Inside,true,false
Q,29,29,29Q243,Institute for Health Professions at Cambria Heights,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMG_A,3200,Gymnasium,true,Inside,true,false
Q,29,29,29Q243,Institute for Health Professions at Cambria Heights,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,NAT,5580,Swimming Pool,true,Inside,true,false
Q,29,29,29Q248,Queens Preparatory Academy,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,119,952,Weight Room,true,Inside,true,false
Q,29,29,29Q248,Queens Preparatory Academy,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #1,8900,Gymnasium,true,Inside,true,false
Q,29,29,29Q248,Queens Preparatory Academy,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #3,2950,Gymnasium,true,Inside,true,false
Q,29,29,29Q248,Queens Preparatory Academy,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #4,2950,Gymnasium,true,Inside,true,false
Q,29,29,29Q251,P.S. 251 Queens,Elementary,Q251,P.S. 251 (Tandem Q231) - Queens,144-51 Arthur Street,DOE Owned,Outdoor Yard 1,10800,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q259,Pathways College Preparatory School: A College Board School,Secondary School,Q192,I.S. 192 - Queens,109-89 204 Street,DOE Owned,150,1548,Weight Room,true,Inside,true,false
Q,29,29,29Q259,Pathways College Preparatory School: A College Board School,Secondary School,Q192,I.S. 192 - Queens,109-89 204 Street,DOE Owned,154,1440,Dance Room,true,Inside,true,false
Q,29,29,29Q259,Pathways College Preparatory School: A College Board School,Secondary School,Q192,I.S. 192 - Queens,109-89 204 Street,DOE Owned,GYM,6500,Gymnasium,true,Inside,true,false
Q,29,29,29Q265,Excelsior Preparatory High School,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,119,952,Weight Room,true,Inside,true,false
Q,29,29,29Q265,Excelsior Preparatory High School,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #1,8900,Gymnasium,true,Inside,true,false
Q,29,29,29Q265,Excelsior Preparatory High School,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #3,2950,Gymnasium,true,Inside,true,false
Q,29,29,29Q265,Excelsior Preparatory High School,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #4,2950,Gymnasium,true,Inside,true,false
Q,29,29,29Q268,P.S./I.S. 268,K-8,Q268,P.S. 268 - Queens,92-07 175 Street,DOE Owned,310,960,Dance Room,true,Inside,true,false
Q,29,29,29Q268,P.S./I.S. 268,K-8,Q268,P.S. 268 - Queens,92-07 175 Street,DOE Owned,408,2820,Gymnasium,true,Inside,true,false
Q,29,29,29Q268,P.S./I.S. 268,K-8,Q268,P.S. 268 - Queens,92-07 175 Street,DOE Owned,Outdoor Yard 1,2264,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q270,The Gordon Parks School,K-8,Q270,P.S. 270 - Queens,233-15 Merrick Boulevard,DOE Owned,209,1026,Dance Room,true,Inside,true,false
Q,29,29,29Q270,The Gordon Parks School,K-8,Q270,P.S. 270 - Queens,233-15 Merrick Boulevard,DOE Owned,211,3127,Gymnasium,true,Inside,true,false
Q,29,29,29Q270,The Gordon Parks School,K-8,Q270,P.S. 270 - Queens,233-15 Merrick Boulevard,DOE Owned,Outdoor Yard 1,5457,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q270,The Gordon Parks School,K-8,Q270,P.S. 270 - Queens,233-15 Merrick Boulevard,DOE Owned,Outdoor Yard 2,11873,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q272,George Washington Carver High School for the Sciences,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,119,952,Weight Room,true,Inside,true,false
Q,29,29,29Q272,George Washington Carver High School for the Sciences,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #1,8900,Gymnasium,true,Inside,true,false
Q,29,29,29Q272,George Washington Carver High School for the Sciences,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #3,2950,Gymnasium,true,Inside,true,false
Q,29,29,29Q272,George Washington Carver High School for the Sciences,High school,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #4,2950,Gymnasium,true,Inside,true,false
Q,29,29,29Q283,Preparatory Academy for Writers: A College Board School,Secondary School,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,119,952,Weight Room,true,Inside,true,false
Q,29,29,29Q283,Preparatory Academy for Writers: A College Board School,Secondary School,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #1,8900,Gymnasium,true,Inside,true,false
Q,29,29,29Q283,Preparatory Academy for Writers: A College Board School,Secondary School,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #3,2950,Gymnasium,true,Inside,true,false
Q,29,29,29Q283,Preparatory Academy for Writers: A College Board School,Secondary School,Q420,Springfield Gardens Hs - Q,143-10 Springfield Boulevard,DOE Owned,GYM #4,2950,Gymnasium,true,Inside,true,false
Q,29,29,29Q289,Queens United Middle School,Junior High-Intermediate-Middle,Q156,P.S. 156 - Queens,229-02 137 Avenue,DOE Owned,GYM,4104,Gymnasium,true,Inside,true,false
Q,29,29,29Q289,Queens United Middle School,Junior High-Intermediate-Middle,Q156,P.S. 156 - Queens,229-02 137 Avenue,DOE Owned,Outdoor Yard 1,38390,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q295,P.S./I.S. 295,K-8,Q263,P.S. /I.S 295 - Queens,222-14 Jamaica Avenue,DOE Owned,125,5607,Gymnasium,true,Inside,true,false
Q,29,29,29Q295,P.S./I.S. 295,K-8,Q263,P.S. /I.S 295 - Queens,222-14 Jamaica Avenue,DOE Owned,Outdoor Yard 1,15580,Outdoor Yard,true,Outdoor,true,false
Q,29,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,B7/B5,1265,Weight Room,true,Inside,true,false
Q,29,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,B8,1225,Dance Room,true,Inside,true,false
Q,29,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMB,7440,Gymnasium,true,Inside,true,false
Q,29,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMG,4420,Gymnasium,true,Inside,true,false
Q,30,30,30Q011,P.S. 011 Kathryn Phelan,Elementary,Q339,P.S. 339 - Queens,39-07 57Th Street,DOE Owned,C16,2773,Gymnasium/Auditorium,true,Inside,true,true
Q,29,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMG_A,3200,Gymnasium,true,Inside,true,false
Q,29,29,29Q313,Benjamin Franklin High School for Finance & Information Technology,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,NAT,5580,Swimming Pool,true,Inside,true,false
Q,29,29,29Q326,Cambria Heights Academy,High school,Q799,Cambria Heights Academy - Queens,188-04 91St Avenue,Tax Levy Lease,BSMT,5589,Gymnasium/Cafeteria,false,Inside,false,true
Q,29,29,29Q327,Eagle Academy for Young Men III,Secondary School,Q633,Eagle Academy - Queens,171-10 Linden Boulevard,Tax Levy Lease,C01,7821,Gymnasium/Auditorium,false,Inside,false,true
Q,29,29,29Q355,Collaborative Arts Middle School,Junior High-Intermediate-Middle,Q231,I.S. 231 (Tandem Q251) - Queens,145-00 Springfield Boulevard,DOE Owned,142,104,Auxiliary Exercise Room,true,Inside,true,false
Q,29,29,29Q355,Collaborative Arts Middle School,Junior High-Intermediate-Middle,Q231,I.S. 231 (Tandem Q251) - Queens,145-00 Springfield Boulevard,DOE Owned,302,972,Dance Room,true,Inside,true,false
Q,29,29,29Q355,Collaborative Arts Middle School,Junior High-Intermediate-Middle,Q231,I.S. 231 (Tandem Q251) - Queens,145-00 Springfield Boulevard,DOE Owned,GYM,6468,Gymnasium,true,Inside,true,false
Q,29,29,29Q356,Community Voices Middle School,Junior High-Intermediate-Middle,Q231,I.S. 231 (Tandem Q251) - Queens,145-00 Springfield Boulevard,DOE Owned,142,104,Auxiliary Exercise Room,true,Inside,true,false
Q,29,29,29Q356,Community Voices Middle School,Junior High-Intermediate-Middle,Q231,I.S. 231 (Tandem Q251) - Queens,145-00 Springfield Boulevard,DOE Owned,302,972,Dance Room,true,Inside,true,false
Q,29,29,29Q356,Community Voices Middle School,Junior High-Intermediate-Middle,Q231,I.S. 231 (Tandem Q251) - Queens,145-00 Springfield Boulevard,DOE Owned,GYM,6468,Gymnasium,true,Inside,true,false
Q,29,29,29Q360,P.S. 360,Elementary,Q892,P.S. 892 - Queens,199-10 112 Avenue,DOE Owned,C03,4661,Gymnasium/Auditorium,false,Inside,false,true
Q,29,29,29Q360,P.S. 360,Elementary,Q892,P.S. 892 - Queens,199-10 112 Avenue,DOE Owned,Outdoor Yard 1,1200,Outdoor Yard,false,Outdoor,false,false
Q,29,29,29Q492,"Mathematics, Science Research and Technology Magnet High School",High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,B7/B5,1265,Weight Room,true,Inside,true,false
Q,29,29,29Q492,"Mathematics, Science Research and Technology Magnet High School",High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,B8,1225,Dance Room,true,Inside,true,false
Q,29,29,29Q492,"Mathematics, Science Research and Technology Magnet High School",High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMB,7440,Gymnasium,true,Inside,true,false
Q,29,29,29Q492,"Mathematics, Science Research and Technology Magnet High School",High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMG,4420,Gymnasium,true,Inside,true,false
Q,29,29,29Q492,"Mathematics, Science Research and Technology Magnet High School",High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMG_A,3200,Gymnasium,true,Inside,true,false
Q,29,29,29Q492,"Mathematics, Science Research and Technology Magnet High School",High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,NAT,5580,Swimming Pool,true,Inside,true,false
Q,29,29,29Q498,Humanities & Arts Magnet High School,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,B7/B5,1265,Weight Room,true,Inside,true,false
Q,29,29,29Q498,Humanities & Arts Magnet High School,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,B8,1225,Dance Room,true,Inside,true,false
Q,29,29,29Q498,Humanities & Arts Magnet High School,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMB,7440,Gymnasium,true,Inside,true,false
Q,29,29,29Q498,Humanities & Arts Magnet High School,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMG,4420,Gymnasium,true,Inside,true,false
Q,29,29,29Q498,Humanities & Arts Magnet High School,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,GYMG_A,3200,Gymnasium,true,Inside,true,false
Q,29,29,29Q498,Humanities & Arts Magnet High School,High school,Q490,Campus Magnet Hs (Jackson) - Q,207- 01 116Th Avenue,DOE Owned,NAT,5580,Swimming Pool,true,Inside,true,false
Q,30,30,30Q002,P.S. 002 Alfred Zimberg,Elementary,Q002,P.S. 2 - Queens,75-10 21 Avenue,DOE Owned,GYM,3905,Gymnasium/Auditorium,false,Inside,false,true
Q,30,30,30Q002,P.S. 002 Alfred Zimberg,Elementary,Q002,P.S. 2 - Queens,75-10 21 Avenue,DOE Owned,Outdoor Yard 1,27348,Outdoor Yard,false,Outdoor,false,false
Q,30,30,30Q010,I.S. 010 Horace Greeley,Junior High-Intermediate-Middle,Q010,I.S. 10 - Queens,45-11 31St Ave,DOE Owned,303,4176,Gymnasium,false,Inside,false,false
Q,30,30,30Q010,I.S. 010 Horace Greeley,Junior High-Intermediate-Middle,Q010,I.S. 10 - Queens,45-11 31St Ave,DOE Owned,403,4104,Gymnasium,false,Inside,false,false
Q,30,30,30Q127,P.S. 127 Aerospace Science Magnet School,K-8,Q127,P.S. 127 - Queens,98-01 25 Avenue,DOE Owned,GYM,4176,Gymnasium,false,Inside,false,false
Q,30,30,30Q010,I.S. 010 Horace Greeley,Junior High-Intermediate-Middle,Q010,I.S. 10 - Queens,45-11 31St Ave,DOE Owned,Outdoor Yard 1,7505,Outdoor Yard,false,Outdoor,false,false
Q,30,30,30Q011,P.S. 011 Kathryn Phelan,Elementary,Q011,P.S. 11 - Queens,54-25 Skillman Avenue,DOE Owned,223,3740,Gymnasium,true,Inside,true,false
Q,30,30,30Q011,P.S. 011 Kathryn Phelan,Elementary,Q011,P.S. 11 - Queens,54-25 Skillman Avenue,DOE Owned,Outdoor Yard 1,41294,Outdoor Yard,true,Outdoor,true,false
Q,30,30,30Q017,P.S. 017 Henry David Thoreau,Elementary,Q017,P.S. 17 - Queens,28-37 29 Street,DOE Owned,GYM,3080,Gymnasium,true,Inside,true,false
Q,30,30,30Q017,P.S. 017 Henry David Thoreau,Elementary,Q017,P.S. 17 - Queens,28-37 29 Street,DOE Owned,Outdoor Yard 1,5430,Outdoor Yard,true,Outdoor,true,false
Q,30,30,30Q017,P.S. 017 Henry David Thoreau,Elementary,Q017,P.S. 17 - Queens,28-37 29 Street,DOE Owned,Outdoor Yard 2,3876,Outdoor Yard,true,Outdoor,true,false
Q,30,30,30Q069,P.S. 069 Jackson Heights,Elementary,Q069,P.S. 69 - Queens,77-02 37 Avenue,DOE Owned,GYM,3080,Gymnasium,true,Inside,true,false
Q,30,30,30Q069,P.S. 069 Jackson Heights,Elementary,Q069,P.S. 69 - Queens,77-02 37 Avenue,DOE Owned,Outdoor Yard 1,25340,Outdoor Yard,true,Outdoor,true,false
Q,30,30,30Q070,P.S. 070,Elementary,Q070,P.S. 70 - Queens,30-45 42 Street,DOE Owned,C62,4452,Gymnasium,true,Inside,true,false
Q,30,30,30Q070,P.S. 070,Elementary,Q070,P.S. 70 - Queens,30-45 42 Street,DOE Owned,Outdoor Yard 1,32712,Outdoor Yard,true,Outdoor,true,false
Q,30,30,30Q076,P.S. 076 William Hallet,Elementary,Q076,P.S. 76 - Queens,36-36 10 Street,DOE Owned,AGYM,2175,Gymnasium,true,Inside,true,false
Q,30,30,30Q076,P.S. 076 William Hallet,Elementary,Q076,P.S. 76 - Queens,36-36 10 Street,DOE Owned,Outdoor Yard 1,4827,Outdoor Yard,true,Outdoor,true,false
Q,30,30,30Q078,P.S./I.S. 78Q,K-8,Q868,P.S. 78 - Queens,48-09 Center Boulevard,Tax Levy Lease,124,1305,Multi-Purpose Non Classroom,true,Inside,true,true
Q,30,30,30Q078,P.S./I.S. 78Q,K-8,Q312,P.S./.Is. 78 - Queens,46-08 5Th Street,DOE Owned,530,4984,Gymnasium,true,Inside,true,false
Q,30,30,30Q084,P.S. 084 Steinway,K-8,Q084,P.S. 84 - Queens,22-45 41 Street,DOE Owned,3FL,3416,Multi-Purpose Non Classroom,false,Inside,false,true
Q,30,30,30Q085,P.S. 085 Judge Charles Vallone,Elementary,Q085,P.S. 85 - Queens,23-70 31 Street,DOE Owned,GT,2840,Gymnasium,false,Inside,false,false
K,32,75,75K053,P.S. K053,K-12 all grades,K384,P.S. 384 - Brooklyn,242 Cooper Street,DOE Owned,GYM,3072,Gymnasium,true,Inside,true,false
Q,30,30,30Q085,P.S. 085 Judge Charles Vallone,Elementary,Q085,P.S. 85 - Queens,23-70 31 Street,DOE Owned,Outdoor Yard 1,66092,Outdoor Yard,false,Outdoor,false,false
Q,30,30,30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,Q292,P.S. 92 - Queens,99-01 34 Avenue,DOE Owned,118,3024,Gymnasium,true,Inside,true,false
Q,30,30,30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,Q292,P.S. 92 - Queens,99-01 34 Avenue,DOE Owned,Outdoor Yard 1,30633,Outdoor Yard,true,Outdoor,true,false
Q,30,30,30Q111,P.S. 111 Jacob Blackwell,K-8,Q111,P.S. 111 - Queens,37-15 13 Street,DOE Owned,102,693,Dance Room,true,Inside,true,false
Q,30,30,30Q111,P.S. 111 Jacob Blackwell,K-8,Q111,P.S. 111 - Queens,37-15 13 Street,DOE Owned,GYM,4012,Gymnasium,true,Inside,true,false
Q,30,30,30Q111,P.S. 111 Jacob Blackwell,K-8,Q111,P.S. 111 - Queens,37-15 13 Street,DOE Owned,Outdoor Yard 1,45172,Outdoor Yard,true,Outdoor,true,false
Q,30,30,30Q112,P.S. 112 Dutch Kills,Elementary,Q112,P.S. 112 - Queens,25-05 37 Avenue,DOE Owned,322,3740,Gymnasium,false,Inside,false,false
